state,FIPS,county,number,percent
IL,17087,Johnson County,1097,10.9
IL,17089,Kane County,28324,7.8
IL,17091,Kankakee County,8173,10
IL,17093,Kendall County,6172,7.8
IL,17095,Knox County,3942,9.8
IL,17097,Lake County,44376,9
IL,17099,LaSalle County,9468,11.2
IL,17101,Lawrence County,1555,11.9
IL,17103,Lee County,2861,10.6
IL,17105,Livingston County,3021,10.4
IL,17107,Logan County,2290,9.9
IL,17115,Macon County,8622,10.5
IL,17117,Macoupin County,4265,12
IL,17119,Madison County,22767,11.3
IL,17121,Marion County,2874,9.9
IL,17123,Marshall County,1105,11.7
IL,17125,Mason County,1270,11.6
IL,17127,Massac County,1364,11.9
IL,17109,McDonough County,2478,9.9
IL,17111,McHenry County,20803,9.5
IL,17113,McLean County,9472,7.6
IL,17129,Menard County,984,10.3
IL,17131,Mercer County,1416,11.5
IL,17133,Monroe County,2793,11.3
IL,17135,Montgomery County,2208,9.7
IL,17137,Morgan County,3140,11.7
IL,17139,Moultrie County,1123,10.3
IL,17141,Ogle County,4421,11.3
IL,17143,Peoria County,12831,9.3
IL,17145,Perry County,1821,10.7
IL,17147,Piatt County,1348,10.9
IL,17149,Pike County,1466,11.9
IL,17151,Pope County,383,11.3
IL,17153,Pulaski County,604,13.4
IL,17155,Putnam County,499,10.9
IL,17157,Randolph County,2584,10
IL,17159,Richland County,1388,11.3
IL,17161,Rock Island County,12770,11.5
IL,17165,Saline County,2374,12.6
IL,17167,Sangamon County,16703,11.3
IL,17169,Schuyler County,619,10.7
IL,17171,Scott County,414,10.5
IL,17173,Shelby County,1683,10
IL,17163,St. Clair County,24131,12.3
IL,17175,Stark County,545,12
IL,17177,Stephenson County,4165,11.7
IL,17179,Tazewell County,10104,9.9
IL,17181,Union County,1601,11.8
IL,17183,Vermilion County,7745,13.1
IL,17185,Wabash County,1108,12.4
IL,17187,Warren County,1403,10.7
IL,17189,Washington County,1256,11.2
IL,17191,Wayne County,1405,11.2
IL,17193,White County,1215,10.9
IL,17195,Whiteside County,4598,10.6
IL,17197,Will County,42573,9
IL,17199,Williamson County,5241,10.3
IL,17201,Winnebago County,25561,12
IL,17203,Woodford County,2627,9.3
IN,18001,Adams County,2612,11.4
IN,18003,Allen County,25577,10
IN,18005,Bartholomew County,6292,10.9
IN,18007,Benton County,788,12.3
IN,18009,Blackford County,1256,13.3
IN,18011,Boone County,3964,9.6
IN,18013,Brown County,1415,12.1
IN,18015,Carroll County,1711,11.5
IN,18017,Cass County,2737,9.7
IN,18019,Clark County,10179,12.2
IN,18021,Clay County,2241,11.2
IN,18023,Clinton County,2889,12.3
IN,18025,Crawford County,1075,13.5
IN,18027,Daviess County,2612,11.9
IN,18029,Dearborn County,4152,11.3
IN,18031,Decatur County,2464,13
IN,18033,DeKalb County,3102,10.2
IN,18035,Delaware County,11277,12.8
IN,18037,Dubois County,3268,10.7
IN,18039,Elkhart County,13406,9.7
IN,18041,Fayette County,2289,12.8
IN,18043,Floyd County,5398,9.6
IN,18045,Fountain County,1697,13.4
IN,18047,Franklin County,1861,11.2
IN,18049,Fulton County,1736,11.4
IN,18051,Gibson County,3126,12.6
IN,18053,Grant County,7232,14
IN,18055,Greene County,3554,14.4
IN,18057,Hamilton County,17167,8.7
IN,18059,Hancock County,5664,11
IN,18061,Harrison County,3302,11.3
IN,18063,Hendricks County,9418,8.8
IN,18065,Henry County,4413,11.7
IN,18067,Howard County,8705,14.1
IN,18069,Huntington County,3435,12.5
IN,18071,Jackson County,4119,13
IN,18073,Jasper County,2512,10.4
IN,18075,Jay County,2231,14.7
IN,18077,Jefferson County,3076,12.6
IN,18079,Jennings County,2469,12.2
IN,18081,Johnson County,11115,10.8
IN,18083,Knox County,2878,10.2
IN,18085,Kosciusko County,6173,11
IN,18087,LaGrange County,2923,12.3
IN,18089,Lake County,44996,12.6
IN,18091,LaPorte County,8905,10.6
IN,18093,Lawrence County,5145,14.9
IN,18095,Madison County,12498,12.8
IN,18097,Marion County,70892,10.6
IN,18099,Marshall County,3547,10.6
IN,18101,Martin County,1109,14.5
IN,18103,Miami County,2991,10.9
IN,18105,Monroe County,8740,8.1
IN,18107,Montgomery County,3475,12.3
IN,18109,Morgan County,6701,13.2
IN,18111,Newton County,1224,11.5
IN,18113,Noble County,3832,11.3
IN,18115,Ohio County,574,12.2
IN,18117,Orange County,1673,11.6
IN,18119,Owen County,1993,12.4
IN,18121,Parke County,1519,11.6
IN,18123,Perry County,1761,11.7
IN,18125,Pike County,1225,12.7
IN,18127,Porter County,11767,9.6
IN,18129,Posey County,2459,12.9
IN,18131,Pulaski County,1212,12.5
IN,18133,Putnam County,3046,10.8
IN,18135,Randolph County,2682,14.1
IN,18137,Ripley County,2748,13.3
IN,18139,Rush County,1651,13
IN,18143,Scott County,2066,11.7
IN,18145,Shelby County,3688,11.2
IN,18147,Spencer County,1555,10
IN,18141,St. Joseph County,19057,9.9
IN,18149,Starke County,2140,12.5
IN,18151,Steuben County,2803,11
IN,18153,Sullivan County,2100,12.9
IN,18155,Switzerland County,998,13.1
IN,18157,Tippecanoe County,10057,7.7
IN,18159,Tipton County,1369,11.5
IN,18161,Union County,666,12.3
IN,18163,Vanderburgh County,16889,12.4
IN,18165,Vermillion County,1492,12.4
IN,18167,Vigo County,8295,10.2
IN,18169,Wabash County,3357,13.9
IN,18171,Warren County,724,11.4
IN,18173,Warrick County,4916,11.2
IN,18175,Washington County,2407,11.7
IN,18177,Wayne County,6339,12.4
IN,18179,Wells County,2384,11.7
IN,18181,White County,2369,13.1
IN,18183,Whitley County,2705,11
KS,20001,Allen County,1099,11.2
KS,20003,Anderson County,507,8.8
KS,20005,Atchison County,1222,10.2
KS,20007,Barber County,346,9.4
KS,20009,Barton County,2060,10.3
KS,20011,Bourbon County,1219,11.4
KS,20013,Brown County,849,11.8
KS,20015,Butler County,4622,9.9
KS,20017,Chase County,247,11.7
KS,20019,Chautauqua County,336,12.1
KS,20021,Cherokee County,1939,12.5
KS,20023,Cheyenne County,252,12.3
KS,20025,Clark County,192,12.3
KS,20027,Clay County,712,11.2
KS,20029,Cloud County,911,13.2
KS,20031,Coffey County,574,9.1
KS,20033,Comanche County,165,11.7
KS,20035,Cowley County,3140,12
KS,20037,Crawford County,3287,11.4
KS,20039,Decatur County,311,13.5
KS,20041,Dickinson County,1681,11.6
KS,20043,Doniphan County,588,10.3
KS,20045,Douglas County,5060,6
KS,20047,Edwards County,232,10.4
KS,20049,Elk County,264,12.6
KS,20051,Ellis County,1818,8.4
KS,20053,Ellsworth County,555,10.8
KS,20055,Finney County,2160,8.9
KS,20057,Ford County,2019,8.9
KS,20059,Franklin County,1968,10.6
KS,20061,Geary County,2006,7.9
KS,20063,Gove County,250,12.3
KS,20065,Graham County,226,11.1
KS,20067,Grant County,460,8.9
KS,20069,Gray County,379,9.3
KS,20071,Greeley County,99,10.4
KS,20073,Greenwood County,575,11.6
KS,20075,Hamilton County,159,8.7
KS,20077,Harper County,481,11
KS,20079,Harvey County,2557,10.3
KS,20081,Haskell County,246,8.8
KS,20083,Hodgeman County,176,12.1
KS,20085,Jackson County,1052,11
KS,20087,Jefferson County,1448,10.4
KS,20089,Jewell County,309,12.8
KS,20091,Johnson County,28547,7.1
KS,20093,Kearny County,270,10.1
KS,20095,Kingman County,768,13.1
KS,20097,Kiowa County,193,10.3
KS,20099,Labette County,1856,11.9
KS,20101,Lane County,145,11.2
KS,20103,Leavenworth County,5289,9.3
KS,20105,Lincoln County,264,11.3
KS,20107,Linn County,739,10.4
KS,20109,Logan County,291,14
KS,20111,Lyon County,2447,10.1
KS,20115,Marion County,902,9.7
KS,20117,Marshall County,766,10.1
KS,20113,McPherson County,2091,9.6
KS,20119,Meade County,329,10.7
KS,20121,Miami County,2270,9.8
KS,20123,Mitchell County,553,11.7
KS,20125,Montgomery County,3529,14.1
KS,20127,Morris County,475,10.5
KS,20129,Morton County,249,11.1
KS,20131,Nemaha County,744,10.3
KS,20133,Neosho County,1450,12.2
KS,20135,Ness County,265,11.4
KS,20137,Norton County,473,10.7
KS,20139,Osage County,1323,11.2
KS,20141,Osborne County,353,12
KS,20143,Ottawa County,514,11.6
KS,20145,Pawnee County,607,11.4
KS,20147,Phillips County,476,11.6
KS,20149,Pottawatomie County,1629,10.7
KS,20151,Pratt County,791,11.1
KS,20153,Rawlins County,264,13
KS,20155,Reno County,5641,11.8
KS,20157,Republic County,423,11.1
KS,20159,Rice County,818,11.3
KS,20161,Riley County,3299,5.8
KS,20163,Rooks County,412,10.5
KS,20165,Rush County,273,10.9
KS,20167,Russell County,717,13.4
KS,20169,Saline County,4706,11.6
KS,20171,Scott County,335,9.4
KS,20173,Sedgwick County,36806,10.3
KS,20175,Seward County,1344,8.9
KS,20177,Shawnee County,13584,10.4
KS,20179,Sheridan County,228,12
KS,20181,Sherman County,462,10.1
KS,20183,Smith County,345,11.7
KS,20185,Stafford County,376,11.7
KS,20187,Stanton County,153,10.1
KS,20189,Stevens County,391,10.1
KS,20191,Sumner County,2088,12.2
KS,20193,Thomas County,512,8.9
KS,20195,Trego County,256,10.9
KS,20197,Wabaunsee County,468,9.1
KS,20199,Wallace County,129,11.8
KS,20201,Washington County,488,11.3
KS,20203,Wichita County,171,10.7
KS,20205,Wilson County,905,13.4
KS,20207,Woodson County,304,12.1
KS,20209,Wyandotte County,14149,12.8
KY,21001,Adair County,1711,12.3
KY,21003,Allen County,1785,12
KY,21005,Anderson County,1770,11.2
KY,21007,Ballard County,871,13.9
KY,21009,Barren County,3953,12.5
KY,21011,Bath County,1078,12.5
KY,21013,Bell County,2836,13.2
KY,21015,Boone County,9457,11
KY,21017,Bourbon County,2083,14
KY,21019,Boyd County,5625,14.9
KY,21021,Boyle County,2509,11.5
KY,21023,Bracken County,807,13
KY,21025,Breathitt County,1469,14.2
KY,21027,Breckinridge County,2153,14.5
KY,21029,Bullitt County,6662,11.9
KY,21031,Butler County,1339,14
KY,21033,Caldwell County,1195,12.3
KY,21035,Calloway County,2931,10.2
KY,21037,Campbell County,7184,10.6
KY,21039,Carlisle County,468,12.3
KY,21041,Carroll County,1077,13.6
KY,21043,Carter County,2825,13.9
KY,21045,Casey County,1473,12.3
KY,21047,Christian County,5659,10.9
KY,21049,Clark County,3234,12.1
KY,21051,Clay County,2064,12.6
KY,21053,Clinton County,896,11.7
KY,21055,Crittenden County,898,12.8
KY,21057,Cumberland County,654,12.6
KY,21059,Daviess County,7673,10.7
KY,21061,Edmonson County,1295,14
KY,21063,Elliott County,750,12.2
KY,21065,Estill County,1638,14.9
KY,21067,Fayette County,20729,9
KY,21069,Fleming County,1396,13.1
KY,21071,Floyd County,4284,14.4
KY,21073,Franklin County,4617,12.3
KY,21075,Fulton County,716,14.2
KY,21077,Gallatin County,683,11.3
KY,21079,Garrard County,1594,12.5
KY,21081,Grant County,2106,12.3
KY,21083,Graves County,3236,11.8
KY,21085,Grayson County,2490,13
KY,21087,Green County,1050,12.3
KY,21089,Greenup County,3829,13.7
KY,21091,Hancock County,807,12.9
KY,21093,Hardin County,8896,11.6
KY,21095,Harlan County,3340,15.4
KY,21097,Harrison County,1691,12.2
KY,21099,Hart County,1812,13.5
KY,21101,Henderson County,3840,11.1
KY,21103,Henry County,1291,11.4
KY,21105,Hickman County,516,13.9
KY,21107,Hopkins County,4384,12.6
KY,21109,Jackson County,1129,11.3
KY,21111,Jefferson County,67071,11.9
KY,21113,Jessamine County,3590,10.1
KY,21115,Johnson County,2712,15.3
KY,21117,Kenton County,11233,9.5
KY,21119,Knott County,1828,15
KY,21121,Knox County,3476,14.9
KY,21123,Larue County,1384,13.1
KY,21125,Laurel County,5560,12.6
KY,21127,Lawrence County,1944,16.4
KY,21129,Lee County,765,13.5
KY,21131,Leslie County,1387,16.2
KY,21133,Letcher County,2818,15.4
KY,21135,Lewis County,1330,12.8
KY,21137,Lincoln County,2125,11.8
KY,21139,Livingston County,866,11.8
KY,21141,Logan County,2614,13.3
KY,21143,Lyon County,956,13.6
KY,21151,Madison County,6415,10.3
KY,21153,Magoffin County,1334,13.7
KY,21155,Marion County,1594,10.8
KY,21157,Marshall County,2418,10
KY,21159,Martin County,1330,13.6
KY,21161,Mason County,1891,14.7
KY,21145,McCracken County,4864,9.8
KY,21147,McCreary County,2084,15.3
KY,21149,McLean County,1104,15.6
KY,21163,Meade County,2165,10.3
KY,21165,Menifee County,600,12.6
KY,21167,Mercer County,1844,11.6
KY,21169,Metcalfe County,998,13.5
KY,21171,Monroe County,946,11.7
KY,21173,Montgomery County,2539,12.8
KY,21175,Morgan County,1525,14.4
KY,21177,Muhlenberg County,3076,12.8
KY,21179,Nelson County,3315,10.3
KY,21181,Nicholas County,651,12.4
KY,21183,Ohio County,2637,15
KY,21185,Oldham County,4508,10.4
KY,21187,Owen County,867,10.9
KY,21189,Owsley County,503,14.1
KY,21191,Pendleton County,1506,13.9
KY,21193,Perry County,2923,13.5
KY,21195,Pike County,7416,15.2
KY,21197,Powell County,1151,12.5
KY,21199,Pulaski County,6578,13.7
KY,21201,Robertson County,245,14.3
KY,21203,Rockcastle County,1631,12.7
KY,21205,Rowan County,2072,11.9
KY,21207,Russell County,1467,11
KY,21209,Scott County,3615,10.4
KY,21211,Shelby County,3439,10.8
KY,21213,Simpson County,1529,11.9
KY,21215,Spencer County,1394,11
KY,21217,Taylor County,2434,13.3
KY,21219,Todd County,987,11.1
KY,21221,Trigg County,1398,12.8
KY,21223,Trimble County,769,11.9
KY,21225,Union County,1214,11
KY,21227,Warren County,7241,8.5
KY,21229,Washington County,1208,13.8
KY,21231,Wayne County,2047,13
KY,21233,Webster County,1335,13.2
KY,21235,Whitley County,3265,12.6
KY,21237,Wolfe County,652,12.1
KY,21239,Woodford County,2236,12
LA,22001,Acadia Parish,5069,11.6
LA,22003,Allen Parish,2351,12.3
LA,22005,Ascension Parish,8699,11.2
LA,22007,Assumption Parish,2167,12.7
LA,22009,Avoyelles Parish,4768,15.5
LA,22011,Beauregard Parish,3498,13.4
LA,22013,Bienville Parish,1526,14.5
LA,22015,Bossier Parish,9332,10.5
LA,22017,Caddo Parish,23441,12.5
LA,22019,Calcasieu Parish,17145,12.2
LA,22021,Caldwell Parish,924,12.3
LA,22023,Cameron Parish,629,12.8
LA,22025,Catahoula Parish,926,12
LA,22027,Claiborne Parish,1735,13
LA,22029,Concordia Parish,2263,15.1
LA,22031,De Soto Parish,2988,15.2
LA,22033,East Baton Rouge Parish,37369,11.5
LA,22035,East Carroll Parish,921,16.8
LA,22037,East Feliciana Parish,2594,16.7
LA,22039,Evangeline Parish,3127,13.1
LA,22041,Franklin Parish,2186,14.7
LA,22043,Grant Parish,2236,13.4
LA,22045,Iberia Parish,6614,12.7
LA,22047,Iberville Parish,3280,13
LA,22049,Jackson Parish,1651,13.5
LA,22053,Jefferson Davis Parish,2906,12.9
LA,22051,Jefferson Parish,39352,12
LA,22059,La Salle Parish,1380,12.4
LA,22055,Lafayette Parish,15331,9.2
LA,22057,Lafourche Parish,7374,10.4
LA,22061,Lincoln Parish,3619,10.6
LA,22063,Livingston Parish,11413,12.2
LA,22065,Madison Parish,984,11
LA,22067,Morehouse Parish,3588,17.9
LA,22069,Natchitoches Parish,3513,12.5
LA,22071,Orleans Parish,33632,11.9
LA,22073,Ouachita Parish,12687,11.5
LA,22075,Plaquemines Parish,1821,10.8
LA,22077,Pointe Coupee Parish,2380,14.2
LA,22079,Rapides Parish,12736,13.4
LA,22081,Red River Parish,837,12.8
LA,22083,Richland Parish,1919,12.7
LA,22085,Sabine Parish,2596,14.5
LA,22087,St. Bernard Parish,3546,11.9
LA,22089,St. Charles Parish,4239,11.3
LA,22091,St. Helena Parish,1301,15.8
LA,22093,St. James Parish,2269,14.3
LA,22095,St. John the Baptist Pa,4510,14.1
LA,22097,St. Landry Parish,8894,15.1
LA,22099,St. Martin Parish,4739,12.5
LA,22101,St. Mary Parish,5775,14.8
LA,22103,St. Tammany Parish,17970,10.3
LA,22105,Tangipahoa Parish,11065,12.5
LA,22107,Tensas Parish,546,15.1
LA,22109,Terrebonne Parish,11092,13.8
LA,22111,Union Parish,2669,15.8
LA,22113,Vermilion Parish,5103,12.2
LA,22115,Vernon Parish,4242,11.2
LA,22117,Washington Parish,5583,16.4
LA,22119,Webster Parish,4233,13.9
LA,22121,West Baton Rouge Parish,2370,13.4
LA,22123,West Carroll Parish,1418,16.7
LA,22125,West Feliciana Parish,1684,13.4
LA,22127,Winn Parish,1479,13
MA,25001,Barnstable County,15486,8.8
MA,25003,Berkshire County,8957,8.8
MA,25005,Bristol County,42663,10.3
MA,25007,Dukes County,972,7.3
MA,25009,Essex County,53523,9.5
MA,25011,Franklin County,4574,8.1
MA,25013,Hampden County,36736,10.7
MA,25015,Hampshire County,7927,6.5
MA,25017,Middlesex County,99159,8.5
MA,25019,Nantucket County,581,7.3
MA,25021,Norfolk County,41900,8.2
MA,25023,Plymouth County,37632,10.2
MA,25025,Suffolk County,44460,7.6
MA,25027,Worcester County,53989,9
MD,24001,Allegany County,7059,12.1
MD,24003,Anne Arundel County,38448,9.4
MD,24510,Baltimore city,58631,12.4
MD,24005,Baltimore County,61443,10
MD,24009,Calvert County,5781,8.9
MD,24011,Caroline County,2699,11.3
MD,24013,Carroll County,10453,8.5
MD,24015,Cecil County,8012,10.7
MD,24017,Charles County,11156,10.3
MD,24019,Dorchester County,3616,14.5
MD,24021,Frederick County,15805,9.1
MD,24023,Garrett County,2811,12.3
MD,24025,Harford County,17856,9.7
MD,24027,Howard County,17372,8
MD,24029,Kent County,1642,10.4
MD,24031,Montgomery County,56365,7.6
MD,24033,Prince George's County,74082,11.4
MD,24035,Queen Anne's County,3446,9.5
MD,24039,Somerset County,2543,12.4
MD,24037,St. Mary's County,7553,9.7
MD,24041,Talbot County,3407,11.3
MD,24043,Washington County,14004,12.5
MD,24045,Wicomico County,8126,11.1
MD,24047,Worcester County,5196,12.6
ME,23001,Androscoggin County,8826,10.9
ME,23003,Aroostook County,7833,14.2
ME,23005,Cumberland County,16519,7.6
ME,23007,Franklin County,2124,9
ME,23009,Hancock County,3872,8.9
ME,23011,Kennebec County,9844,10.5
ME,23013,Knox County,2690,8.5
ME,23015,Lincoln County,2559,9.3
ME,23017,Oxford County,4479,10.1
ME,23019,Penobscot County,12562,10.6
ME,23021,Piscataquis County,1717,12.5
ME,23023,Sagadahoc County,2584,9.4
ME,23025,Somerset County,4757,11.9
ME,23027,Waldo County,2997,10
ME,23029,Washington County,2779,11
ME,23031,York County,15011,9.8
MI,26001,Alcona County,1261,14.1
MI,26003,Alger County,870,11.1
MI,26005,Allegan County,7605,9.4
MI,26007,Alpena County,2757,12.1
MI,26009,Antrim County,2140,11.7
MI,26011,Arenac County,1673,13.7
MI,26013,Baraga County,807,11.8
MI,26015,Barry County,4217,9.7
MI,26017,Bay County,8586,10.5
MI,26019,Benzie County,1682,12.3
MI,26021,Berrien County,15013,12.9
MI,26023,Branch County,3603,11.2
MI,26025,Calhoun County,12085,12.2
MI,26027,Cass County,4588,11.7
MI,26029,Charlevoix County,1981,9.9
MI,26031,Cheboygan County,2287,11.2
MI,26033,Chippewa County,3473,11.6
MI,26035,Clare County,2803,11.8
MI,26037,Clinton County,5204,9.2
MI,26039,Crawford County,1276,11.6
MI,26041,Delta County,3416,12
MI,26043,Dickinson County,2617,12.9
MI,26045,Eaton County,9202,11.4
MI,26047,Emmet County,2298,9.2
MI,26049,Genesee County,39947,13
MI,26051,Gladwin County,2644,13.2
MI,26053,Gogebic County,1482,11.3
MI,26055,Grand Traverse County,6175,9.1
MI,26057,Gratiot County,3452,10.8
MI,26059,Hillsdale County,3623,10.6
MI,26061,Houghton County,2703,10.1
MI,26063,Huron County,2990,11.8
MI,26065,Ingham County,18757,9
MI,26067,Ionia County,4561,9.7
MI,26069,Iosco County,2570,12.5
MI,26071,Iron County,1256,13.3
MI,26073,Isabella County,4239,8.1
MI,26075,Jackson County,12923,10.8
MI,26077,Kalamazoo County,15333,8.1
MI,26079,Kalkaska County,1652,12.8
MI,26081,Kent County,41776,9.5
MI,26083,Keweenaw County,230,12.8
MI,26085,Lake County,1230,13.2
MI,26087,Lapeer County,6364,9.7
MI,26089,Leelanau County,1762,10.2
MI,26091,Lenawee County,9064,12.3
MI,26093,Livingston County,12449,9.3
MI,26095,Luce County,702,13.3
MI,26097,Mackinac County,1150,12.9
MI,26099,Macomb County,63917,10
MI,26101,Manistee County,2391,12.2
MI,26103,Marquette County,5189,9.9
MI,26105,Mason County,2649,12.1
MI,26107,Mecosta County,3400,10.6
MI,26109,Menominee County,2183,11.8
MI,26111,Midland County,6447,10.3
MI,26113,Missaukee County,1213,10.9
MI,26115,Monroe County,12540,11.2
MI,26117,Montcalm County,4838,10.3
MI,26119,Montmorency County,1078,13.8
MI,26121,Muskegon County,15930,12.8
MI,26123,Newaygo County,4020,11.4
MI,26125,Oakland County,83225,9.1
MI,26127,Oceana County,2541,13.2
MI,26129,Ogemaw County,2276,13.5
MI,26131,Ontonagon County,722,13.4
MI,26133,Osceola County,1879,11
MI,26135,Oscoda County,973,14.5
MI,26137,Otsego County,2108,11.6
MI,26139,Ottawa County,15177,8
MI,26141,Presque Isle County,1530,14.3
MI,26143,Roscommon County,3195,16
MI,26145,Saginaw County,18546,12.6
MI,26151,Sanilac County,3105,9.8
MI,26153,Schoolcraft County,785,11.9
MI,26155,Shiawassee County,5272,10.3
MI,26147,St. Clair County,12968,10.8
MI,26149,St. Joseph County,4399,10
MI,26157,Tuscola County,5153,12.5
MI,26159,Van Buren County,6663,12.1
MI,26161,Washtenaw County,18635,7.1
MI,26163,Wayne County,163219,12.5
MI,26165,Wexford County,2950,12.2
MN,27001,Aitkin County,1249,9.7
MN,27003,Anoka County,19967,8.2
MN,27005,Becker County,1976,8.2
MN,27007,Beltrami County,2981,9.3
MN,27009,Benton County,2347,8.2
MN,27011,Big Stone County,367,9.2
MN,27013,Blue Earth County,2703,5.6
MN,27015,Brown County,1701,8.9
MN,27017,Carlton County,2022,7.7
MN,27019,Carver County,4447,6.9
MN,27021,Cass County,2523,11.6
MN,27023,Chippewa County,882,9.7
MN,27025,Chisago County,3356,8.6
MN,27027,Clay County,3243,7.5
MN,27029,Clearwater County,607,9.5
MN,27031,Cook County,400,9.5
MN,27033,Cottonwood County,822,9.5
MN,27035,Crow Wing County,4679,9.9
MN,27037,Dakota County,19404,6.6
MN,27039,Dodge County,986,7
MN,27041,Douglas County,2110,7.6
MN,27043,Faribault County,921,8.5
MN,27045,Fillmore County,1244,8
MN,27047,Freeborn County,2216,9.4
MN,27049,Goodhue County,3302,9.5
MN,27051,Grant County,382,8.4
MN,27053,Hennepin County,60307,6.8
MN,27055,Houston County,1117,7.8
MN,27057,Hubbard County,1465,9.4
MN,27059,Isanti County,2325,8.4
MN,27061,Itasca County,3334,9.6
MN,27063,Jackson County,663,8.6
MN,27065,Kanabec County,1096,9.1
MN,27067,Kandiyohi County,2638,8.4
MN,27069,Kittson County,318,9.3
MN,27071,Koochiching County,1078,10.6
MN,27073,Lac qui Parle County,511,9.4
MN,27075,Lake County,773,9
MN,27077,Lake of the Woods Count,280,9
MN,27079,Le Sueur County,1634,8.1
MN,27081,Lincoln County,399,9
MN,27083,Lyon County,1474,8
MN,27087,Mahnomen County,420,11.2
MN,27089,Marshall County,685,9.7
MN,27091,Martin County,1319,8.5
MN,27085,McLeod County,2297,8.7
MN,27093,Meeker County,1686,10
MN,27095,Mille Lacs County,1950,10.4
MN,27097,Morrison County,2137,8.7
MN,27099,Mower County,2535,8.9
MN,27101,Murray County,615,9.4
MN,27103,Nicollet County,1826,7.6
MN,27105,Nobles County,1277,8.3
MN,27107,Norman County,443,9
MN,27109,Olmsted County,7648,7.1
MN,27111,Otter Tail County,3778,8.6
MN,27113,Pennington County,861,8.2
MN,27115,Pine County,1894,8.5
MN,27117,Pipestone County,566,8.3
MN,27119,Polk County,2087,9
MN,27121,Pope County,772,9.2
MN,27123,Ramsey County,30698,8
MN,27125,Red Lake County,255,8.5
MN,27127,Redwood County,1020,8.8
MN,27129,Renville County,993,8.6
MN,27131,Rice County,3441,7.3
MN,27133,Rock County,672,9.7
MN,27135,Roseau County,1014,9.1
MN,27139,Scott County,5323,5.8
MN,27141,Sherburne County,3703,6
MN,27143,Sibley County,986,9
MN,27137,St. Louis County,14577,9.5
MN,27145,Stearns County,7770,7.1
MN,27147,Steele County,1958,7.5
MN,27149,Stevens County,513,7.3
MN,27151,Swift County,597,8.2
MN,27153,Todd County,1603,8.9
MN,27155,Traverse County,261,9.9
MN,27157,Wabasha County,1271,7.9
MN,27159,Wadena County,935,9.2
MN,27161,Waseca County,1056,7.4
MN,27163,Washington County,13524,7.7
MN,27165,Watonwan County,652,8
MN,27167,Wilkin County,419,8.6
MN,27169,Winona County,2932,7.6
MN,27171,Wright County,5968,6.8
MN,27173,Yellow Medicine County,664,8.8
MO,29001,Adair County,1709,9.2
MO,29003,Andrew County,1280,9.9
MO,29005,Atchison County,517,12
MO,29007,Audrain County,2356,12.5
MO,29009,Barry County,3074,11.6
MO,29011,Barton County,1190,13.3
MO,29013,Bates County,1313,10.7
MO,29015,Benton County,2245,14.7
MO,29017,Bollinger County,1110,12
MO,29019,Boone County,9379,7.5
MO,29021,Buchanan County,8018,12.1
MO,29023,Butler County,3894,12.1
MO,29025,Caldwell County,835,12.5
MO,29027,Callaway County,3216,9.7
MO,29029,Camden County,3862,11.1
MO,29031,Cape Girardeau County,6539,11.4
MO,29033,Carroll County,828,12.2
MO,29035,Carter County,563,12.1
MO,29037,Cass County,7129,9.9
MO,29039,Cedar County,1289,12.5
MO,29041,Chariton County,685,11.8
MO,29043,Christian County,6049,10.7
MO,29045,Clark County,595,11.5
MO,29047,Clay County,19251,11.7
MO,29049,Clinton County,1745,11.6
MO,29051,Cole County,5791,10.2
MO,29053,Cooper County,1547,11.7
MO,29055,Crawford County,1983,10.8
MO,29057,Dade County,794,13.8
MO,29059,Dallas County,1701,13.7
MO,29061,Daviess County,653,11
MO,29063,DeKalb County,1290,12.4
MO,29065,Dent County,1455,12.4
MO,29067,Douglas County,1220,11.7
MO,29069,Dunklin County,2688,11.7
MO,29071,Franklin County,8009,10.7
MO,29073,Gasconade County,1337,11.6
MO,29075,Gentry County,585,11.7
MO,29077,Greene County,17797,8.4
MO,29079,Grundy County,767,10.2
MO,29081,Harrison County,783,12.1
MO,29083,Henry County,1868,11.1
MO,29085,Hickory County,1025,13.4
MO,29087,Holt County,412,11.3
MO,29089,Howard County,868,11.5
MO,29091,Howell County,3478,11.7
MO,29093,Iron County,913,11.6
MO,29095,Jackson County,53087,10.7
MO,29097,Jasper County,8757,10.6
MO,29099,Jefferson County,15381,9.5
MO,29101,Johnson County,3539,8.9
MO,29103,Knox County,329,11.1
MO,29105,Laclede County,2936,11.4
MO,29107,Lafayette County,2723,11.2
MO,29109,Lawrence County,3239,11.7
MO,29111,Lewis County,871,11.7
MO,29113,Lincoln County,4736,12.6
MO,29115,Linn County,999,10.9
MO,29117,Livingston County,1213,10.5
MO,29121,Macon County,1480,12.9
MO,29123,Madison County,1054,11.4
MO,29125,Maries County,805,11.9
MO,29127,Marion County,2237,10.5
MO,29119,McDonald County,1815,11.3
MO,29129,Mercer County,345,12.7
MO,29131,Miller County,2171,11.9
MO,29133,Mississippi County,1411,13
MO,29135,Moniteau County,1206,10.6
MO,29137,Monroe County,828,12.7
MO,29139,Montgomery County,1088,12.1
MO,29141,Morgan County,1764,11.5
MO,29143,New Madrid County,1809,13.1
MO,29145,Newton County,4646,10.8
MO,29147,Nodaway County,1740,10
MO,29149,Oregon County,1010,12.2
MO,29151,Osage County,1142,11.3
MO,29153,Ozark County,1107,14.7
MO,29155,Pemiscot County,1593,12.5
